# Diamond_cryo_no_bc_open1_6vx6h at temperature 289.162 K.
# File generated by IDL:
# Instrument: NOMAD
#TOF                  Is/Iv                   Error
  682.299778963         2.571463585           0.093750070                     
  683.158277028         2.589946985           0.093694109                     
  684.017839646         2.503730774           0.092568051                     
  684.878466817         2.498739243           0.091273510                     
  685.740201122         2.446081638           0.090098544                     
  686.602999981         2.362765789           0.089228797                     
  687.466905975         2.333524942           0.088129341                     
  688.331876521         2.123578072           0.087337197                     
  689.197911621         2.110048294           0.085236233                     
  690.065096438         1.965930223           0.084932732                     
  690.933345808         2.055494070           0.083836179                     
  691.802659730         1.947996855           0.082949768                     
  692.673123370         1.975887179           0.081848629                     
  693.544651563         1.879335999           0.080815267                     
  694.417244308         1.861066222           0.079090832                     
  695.291029353         1.743008137           0.080101898                     
  696.165836369         1.789682627           0.078747031                     
  697.041750520         1.748740435           0.078364800                     
  697.918814388         1.806806922           0.078425926                     
  698.796942809         1.799757004           0.077967671                     
  699.676178365         1.822956204           0.076445551                     
  700.556478474         1.731166244           0.076051105                     
  701.437928300         1.738765359           0.075624966                     
  702.320485261         1.813578367           0.075877762                     
  703.204149357         1.858682990           0.075790246                     
  704.088963170         1.780344248           0.076061702                     
  704.974841536         1.823480010           0.075269499                     
  705.861827038         1.885674953           0.076119184                     
  706.749962256         1.846185565           0.076134221                     
  707.639204610         1.789026141           0.075296660                     
  708.529554098         1.814246178           0.074707908                     
  709.421053304         1.896803379           0.073915236                     
  710.313659645         1.809966803           0.073690104                     
  711.207373120         1.763104796           0.073925998                     
  712.102236313         1.793391705           0.073197858                     
  712.998206641         1.872956157           0.072282947                     
  713.895284104         1.837250233           0.071937233                     
  714.793553867         1.784374952           0.072174183                     
  715.692888182         1.850637317           0.071665523                     
  716.593414797         1.789275169           0.071096066                     
  717.495048546         1.713567138           0.070932886                     
  718.397789431         1.768051028           0.070065368                     
  719.301637451         1.735121846           0.069626954                     
  720.206677770         1.758889079           0.069789682                     
  721.112825224         1.746977806           0.069542597                     
  722.020164977         1.682304978           0.068642927                     
  722.928611865         1.572761416           0.067361568                     
  723.838251053         1.645845413           0.067524402                     
  724.748997376         1.660726547           0.067040351                     
  725.660850833         1.566806436           0.065818369                     
  726.573896590         1.574598551           0.065644209                     
  727.488049482         1.432561040           0.064955810                     
  728.403479838         1.454952359           0.064340854                     
  729.319932164         1.546727180           0.064535423                     
  730.237576790         1.522812963           0.063788331                     
  731.156328551         1.412262082           0.063885131                     
  732.076272611         1.411802769           0.063752799                     
  732.997408970         1.359478712           0.062731173                     
  733.919652464         1.423432350           0.062853796                     
  734.843088258         1.424942970           0.062035871                     
  735.767716351         1.369809270           0.062027380                     
  736.693451579         1.374341488           0.060841687                     
  737.620379106         1.277427793           0.060135638                     
  738.548413768         1.263455272           0.060199952                     
  739.477725894         1.306300879           0.060920374                     
  740.408059991         1.271550655           0.060431913                     
  741.339671551         1.279471755           0.060167963                     
  742.272390246         1.280036688           0.059193049                     
  743.206386404         1.169130802           0.059155456                     
  744.141489698         1.222963572           0.058809867                     
  745.077785291         1.130349398           0.058316741                     
  746.015273183         1.227503300           0.058662580                     
  746.953868211         1.247008443           0.058286088                     
